source_rank,company_name,domain,api_name,event_headline,event_url,event_date,event_type,source_publisher,relevance_confidence,source_field,raw_response_path
2,Singapore Telecommunications,singtel.com,Google News RSS,Singapore says cyber espionage group targeted telco infrastructure - Reuters,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOR1ZpcV9HRkxuVVlpT0R1akdDNnU4LTl3bXZFbkhrUHJqTHpDODRiM0k0NTd2d2hfbm1ZckJYMFNRZDhIUGMtX1JvX1o4LUJKWUtHRnA2M1BDY0JBaEN0dGZmSUZRbGE0WGRtNkdKUUVHYTAtOWNucUh4anNTd0pEQkd6dmZFTFFjVXVJUVNjSnNBUV9CZENkeEQ0dEZnSWRpZzg1UlNOSG1FbzUzRmdFZ2dnSkROZmhhVVdiM3hPNkhlZGlQVGRTU3B3VFpEWDl2eENEdXhNMWxvZw?oc=5,2026-02-09,other,Reuters,0.45,items.8,raw/google_news_rss/data/singapore_telecommunications.json
2,Singapore Telecommunications,singtel.com,Google News RSS,End of special retail shares brings back memories of landmark Singtel IPO - ifr-logo,https://news.google.com/rss/articles/CBMirgFBVV95cUxPMHFsMDJVOHBEdVE3WUlTLVdDOWZadDBWY0E3aVpUZmJOUUVnT1E1aV80d2J2S1Y3RVZKLXg0WWMxUEhhekdBNWNlQXFSazhFYWpPY1NzcjJLSDhIYi1WcFBRWDd6emZwTDk0eXE5ZjJHaXJLbmoyRmRhV0ptTEt1UDF4WjU1VzJ0ajB5SWZVV0UzbS1ZbS1Cd3pyd2JLbU9vaDFnWGFuQTNMY0Y0Ync?oc=5,2026-04-11,other,ifr-logo,0.45,items.9,raw/google_news_rss/data/singapore_telecommunications.json
3,United Overseas Bank,uobgroup.com,Google News RSS,Is It Time To Reassess United Overseas Bank (SGX:U11) After Its Strong Five Year Run? - Yahoo Finance,https://news.google.com/rss/articles/CBMioAFBVV95cUxOWXpOQ0tEZUE5bjdlTWd6S1YwUVBJeTAzcTRLUGR5cUQ5UnlnRW1NWVR5eV9jbHo4SWhTc0NjNjJOajNUZ1dJWnRMQnFPRzY3QVNyaG90LXdGTW14d1VwMnE0SVdfS0pkMFBQODFzSExWYU8yZ01DcjRTU0dDSzhsZEhFXzI0bHN6UllwQXFOdzF4a1ZwYnNMOUUyX0NHZC1q?oc=5,2026-06-07,other,Yahoo Finance,0.70,items.0,raw/google_news_rss/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Google News RSS,United Overseas Bank Takes Over Landmark Midtown Tower - Bisnow,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNZW1FVWxLdlpDZW9SeFZsOFo4ZlBHN3BmbXYtUVE0dVlZX1loSmtJSDRGeWlVeW81bzloTlNoNDM3bGlfcHd0QlBhLXAtX0lYdWM2allUWGZuSl9sa01TQkxycE1EUzk2eGhKRlh0RGtxZWplZ2VJRFhVS193NjZweW5vbDhfSEdyOEc4WXR4UTh2OGF1ek1aS1M3LUZNbkxySkM1NTA4d2xkMExTTDEzaUY4cWdqcjlfSC0ySmJwdGdUOW52SmJ2YU5RTmZybUx2c1E?oc=5,2026-05-29,other,Bisnow,0.70,items.1,raw/google_news_rss/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Google News RSS,AllianzGI in talks to buy UOB asset management unit – report - Private Banker International,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOWFdRWXlaMTYtNHJUaFBtYmkzZTl2bWhXOFZpcXBWN2ZKZUN2dlBnRktFMnpKajAwQlhoMko4VEVzOF9aRHcxVFVmRWdtN0l4ZzZpdXI3NTNaTkxDRElmYzZHbU9rbG80MkN0b1Z4Q2hveFhfakhOSjB3TU9jWno2YjBfQ3Z3bTFSaFVF?oc=5,2026-06-08,other,Private Banker International,0.45,items.2,raw/google_news_rss/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Google News RSS,United Overseas Bank (SGX:U11) Stock Valuation After Leadership Reshuffle In Hong Kong And China - simplywall.st,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPRTNBbU83cG1VNXlvRWhPSkVKRy11LWV5TThWb09ObGZzSkVRSFZRbjRrZkVONFpCSWRkWmNVYXU5TWJGRUFhYzEtclhlQ2dObWREQUZaQThmcFNsVmh0aU5USnVUOG1IczBSOGdid0dUWGZaOEZERWxWd1Z2VU1aUDBGeWxUOVQ1dDRZckJZZFFoM2sybW05aFpWX3dQX3Z4b1o2V2IyVUE2SUoxQ29lQ0p6b2pTcWJ2aElaR0Uwb3AyU3dxUmEtQVNxSFMzRGZVbmtyRDVoclE0VknSAdsBQVVfeXFMT0UzQW1PN3BtVTV5b0VoT0pFSkctdS1leU04Vm9PTmxmc0pFUUhWUW40a2ZFTjRaQklkZFpjVWF1OU1iRkVBYWMxLXJYZUNnTm1kREFGWkE4ZnBTbFZodGlOVEp1VDhtSHMwUjhnYndHVFhmWjhGREVsVndWdlVNWlAwRnlsVDlUNXQ0WXJCWWRRaDNrMm1tOWhaVl93UF92eG9aNldiMlVBNklKMUNvZUNKem9qU3FidmhJWkdFMG9wMlN3cVJhLUFTcUhTM0RmVW5rckQ1aHJRNFZJ?oc=5,2026-06-13,leadership,simplywall.st,0.80,items.3,raw/google_news_rss/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Google News RSS,AllianzGI Said in Exclusive Talks for UOB Asset Management - Bloomberg.com,https://news.google.com/rss/articles/CBMitgFBVV95cUxPM25vR2MtOWIzOHBCVDVhbWQwY1lta3RORnpudlJlQUdYdmxyZjZMVlRTUWo4enNQRGhxd3RVbG01VzNZaUpKemkzdDdaeHdYZVQ5TDZpaDhtRmQ5cjY4QjFnQ2EzLUdhb3lFc2FGNmNkaExzUVRaRWNGb2w4ZkFxVzFrcXQxcTJSMGJ3VXNibHpGdVNSc09keUhlLTRkNUdFcHBBYmhNVncxMlZ4Q0JCNHdva3kxdw?oc=5,2026-06-05,other,Bloomberg.com,0.45,items.4,raw/google_news_rss/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Google News RSS,"The New ""Working Queen"" in the Banking Circle: Will the Fourth-Generation Heir of the Century-Old Financial Family with Billions of Assets Reject Taking Over the Family Business? - 36 Kr",https://news.google.com/rss/articles/CBMiU0FVX3lxTE04cFJxNXR6dWVIODc1WHVEZEZGUThWeGwtd0h4S3p1cDBHbHIzVE9rT04zeDE5d1lyWHYwNnJHSS1kc0RueXdhaXFRZFRhdVQ1bnNR?oc=5,2026-06-11,other,36 Kr,0.45,items.5,raw/google_news_rss/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Google News RSS,Singapore's UOB banks on ASEAN to weather tariff uncertainty; Q4 net profit slips 7% - Reuters,https://news.google.com/rss/articles/CBMitwFBVV95cUxPaTVNUWFQd2NlbU9tUWNsamZaTVVlcWFGLUhNYk9BcmphYmpuM2xhTHVpSjBlZVg1QUtCemlrZlVSaDdWUS1GeVlhMVFvbkUxNzNsaUtHWms1TkxCdDZXdGJGbDNobDJEdnQ2Q1huaWRHekwzalEwa2JVM19pUkF4T1F4cFBxWG5kYnZCZVEwMmlRN0ZlblVKYVJuR3lHMTFDYVdJenBldm1la1lzZnFfQXViME51LTA?oc=5,2026-02-23,other,Reuters,0.45,items.6,raw/google_news_rss/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Google News RSS,UOB Takes Over Vanke’s Midtown Manhattan Office After Loan Default - Mingtiandi,https://news.google.com/rss/articles/CBMitwFBVV95cUxPZEFFS3ppdzNmLUlrak51RTJDaWcxcVMxUVhiazlZaENzTWdpempKWlJtWFVfWWVnSHV6aWkzTVlOLW5YTFVWOElKdUZGRDBJZlFsRzRkZjRzLWZXX3hzWFByWjUzYVF0eU15Q1hKNWtLbmZtdjBDWFdqMlZfVG1LX0lZaWRMMTFlLWhFWFNCdE5vNTVWMVh3LVI5SjZUTF9yVUlGOHIteUI1M1drYllrdUEzYzhvbWM?oc=5,2026-06-02,other,Mingtiandi,0.45,items.7,raw/google_news_rss/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Google News RSS,Chinese Yuan: Neutral tone within tight band against US Dollar – UOB - Mitrade,https://news.google.com/rss/articles/CBMigwFBVV95cUxQUTgwVVpvWXI3Y2dkZk1CZGUwNHFicXRmZ3hrYTZxbU5hM2dDTF9SRDdLeU5HRDEzdmRHWmY3LVJWZWhyRDVsOGg3Wm1xN0pmWFN0ck9HdGpSbklWV05IX1NNemgyUzBpUVhwMldITEoxaUNXNC1PTF9zU1I2dmx1dnpQbw?oc=5,2026-06-11,other,Mitrade,0.45,items.8,raw/google_news_rss/data/united_overseas_bank.json
3,United Overseas Bank,uobgroup.com,Google News RSS,"UOB and FPT sign MoU to advance AI, technology transformation and financial innovation opportunities - PR Newswire",https://news.google.com/rss/articles/CBMi8gFBVV95cUxPczM3Wm1DQkxIc0pnemRlTmppUVJwMUdkTVJZQ1R0STc5SXlmTnlHRk9RSTlFQndyU3JJWmFuam1JYUlCUlFzVEdITVpDLV9YenRFWVlFRGFVVG54b21yNkZXYXl5YXJEX2t1aFIzYm10RXFjME85OW5QWXVUeFZyUzhRby1JRWdaU1hVWDVGWjB6czYtNk1kWGF4SGFmX1FvclhDWTBZTVBiM1VHNEVQYVV2cWRrSUhyZ3pOaUNyTldlMkFlV1hfOGxKR0JFLVNLY2pJbTdLdGs5WTFkdVVlWGlfNGYwM193RGpKN2s4SGNmdw?oc=5,2026-06-01,other,PR Newswire,0.45,items.9,raw/google_news_rss/data/united_overseas_bank.json
4,ST Engineering,stengg.com,Google News RSS,Seawork sees Singapore’s ST Engineering launch intelligent ship technology - Seawork 2026,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNYUVNemJtWGR2RTc1N3lmU3BCZFBZekVVdXV1V05wT24tNWZsakI3dVhyWEUzUnZPS0RNYU1aSEFtbmkxam1TdERHVmlUMXRlWDlfR2JXc1BVT3QzT01PR2JUWnNCQ2pMbU56Nnk3aTFSQ3lROFhGQlFBSTFkODBIR3kwV3VhTG1XR0tQa1NEZlZlRVppMDZEcGR0ZEx3SGtWQk5XNWlqQl9PT1k?oc=5,2026-06-10,launch,Seawork 2026,0.80,items.0,raw/google_news_rss/data/st_engineering.json
4,ST Engineering,stengg.com,Google News RSS,"ST Engineering iDirect's New CEO Kuppanna Talks Ground Tech's Cloud-Native, Interoperable Future - Via Satellite",https://news.google.com/rss/articles/CBMi4AFBVV95cUxNYmxUTWtFSUNsbVV1WWxVZGI0S2k5STN6ZTdLNHB1ejZTZGh6bnJjb0w2WUt4MWVoTHk1R3lnVjJ5dTJ0UWFBeVJaZVlERldyeEZ4bVMxUXZreVUzcUI5LXJOTWRqSlZKX0tRX3hvQnhXNzROSVFGOXBsRW1pb0hKYmltemtCVndHdDE2ak1VLXU3cGF3VE9Sd0NUN2FPc2RVNmFNVERmUWhIZUJ0clhoNmV4Tmp6LVl5UWV0bEl2TzU5VUZuNG5zTVNxYVpMVS1RMWphclFyT3FneXRMNjFOdA?oc=5,2026-05-22,leadership,Via Satellite,0.80,items.1,raw/google_news_rss/data/st_engineering.json
4,ST Engineering,stengg.com,Google News RSS,ST Engineering appoints Deputy CEO to strengthen group leadership for growth - Satellite Evolution,https://news.google.com/rss/articles/CBMitwFBVV95cUxNbE0ydjB6OTRHeVBFZ0U5dHhnOWZkRGx2SnVWS05oY2tLTURLelFTN1lKREJyUmRJOVVubUNxNTUwVHJicExuSGRfWHFjWkRXb2JEZGpEUDZENnV3QmR2RG81a25GU0wyMzAwemJFVHlkbnJfUjJOWUpCYjkyTVpyRk1Qb0hUSUJocmpXMFctTVg5N0k2bnVYVWFiY2NyZ3hKTktUN0VUSm5zcHpYNWFWNWRLTENWd3M?oc=5,2026-06-01,leadership,Satellite Evolution,0.80,items.2,raw/google_news_rss/data/st_engineering.json
4,ST Engineering,stengg.com,Google News RSS,Strengthening Operational Capabilities Globally - ST Engineering,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOcnhfemxVaTNXdVk5ZG1VQ1VYLXVqbEV1dWxJRU5XaGZ1Y2Y4NTQ1MzRDelF4OURQNU1xZUxFRmEwT0VlcFlMY25mVVR4LXpQZVAtTzVTRERYcUlYSTVZSnJXQXNWS29sRnF4STBGNkY2WDVMLVJubndaX04xbTlKTGs3M0JHbHBzdmdv?oc=5,2026-06-01,other,ST Engineering,0.70,items.3,raw/google_news_rss/data/st_engineering.json
4,ST Engineering,stengg.com,Google News RSS,ST Engineering names Jeffrey Lam Deputy CEO - AviTrader Aviation News,https://news.google.com/rss/articles/CBMigwFBVV95cUxPZEtRYk5aSk9fSWJVYjR5bEFNNzROdW9TRnFrTG1PTXV2VUhrRnRYZVBnSU9QMGxITUtTa1hFTzlDWFRtZmlCQ19fT2h1aWdkcXVIcmFxMF84ZE9qcG5GLU1ETkh6TXJ0WHRYd3FwMVBCbFpqRWpGSlJFNkRrRWF6b1VFRQ?oc=5,2026-05-29,leadership,AviTrader Aviation News,0.80,items.4,raw/google_news_rss/data/st_engineering.json
4,ST Engineering,stengg.com,Google News RSS,"ST Engineering iDirect at ATxSG 2026: Agentic AI, Autonomous Networks & the Future of Global Connectivity - The Fast Mode",https://news.google.com/rss/articles/CBMi5AFBVV95cUxNeEVwdDI1NHNjMnNwZ01xYWdEMnhsUU9UWTg1cWVqS1YweUpZQXJjay0wS0VhcEYxaXhqVE45RGZHOVhmaWd4TW9PZ3ZaSjI3eS1MMW5POE90aE5BcG9KSTc1SXBtdmV1UVhxV1BUUlQ3YUdNVTF6UnRWLUtqZWhwRk85UWZSemdFcHBZUUEzRFZlZy1Fd0FMNnpMbE02MlQ5ZGFOaEQxU2VqX1p6VV9zdHc4ODd2X3F1aV9wYkFNNFJKNDM3b1FVRFRuRUxITVF6UHBLMHFwQTZ5UmxkOFVCRlhCeTc?oc=5,2026-06-03,other,The Fast Mode,0.70,items.5,raw/google_news_rss/data/st_engineering.json
4,ST Engineering,stengg.com,Google News RSS,ST Engineering: March-Quarter Revenue Largely on Track to Our Full-Year Forecasts - Morningstar,https://news.google.com/rss/articles/CBMizAFBVV95cUxNeTVfMkV1aVpxeS03SzY2cUkyNm5aWUFQcGx1U0tXaU9LVmc4b2lqYmJiOFRZZ29YbUd5a05sbGNpQ0x3TzdmLTNXbE9LRGJnYjJvem9BdWpOakZPVEF4MVlrblI1aUxYS1hhYTdtTzRPZm1XVUFYYVpQVFBRSlEzenRkWXhWWm1FQ2FxLWd4bFhlbF9IVXZSWGxaam5UajZFZm9TQnJBb0R4eko1Q29jQUdtY1ZpZ05KWV9vYkdJYjlxbGZZRXpadmlLVV8?oc=5,2026-05-18,other,Morningstar,0.70,items.6,raw/google_news_rss/data/st_engineering.json
4,ST Engineering,stengg.com,Google News RSS,"SmallSat Europe Speaker Focus: Koen Willems, ST Engineering iDirect Europe - satnews.com",https://news.google.com/rss/articles/CBMipwFBVV95cUxPUUFTd1NVb1lzNVh0Y3gxQjZWWHkzU2pteTdXR0I5Z0hvS0V6d0JLcjRLYjd4bVJ5TkNrVzJlXzVHNEVjY2NhUGdObjhWRE5aSktUR2NMMldVMWtyX1owLV92OVlfeG1BekpWU3BqZmU4VEZ2Ulh1UFBBc1pYZzZ3TUdGR3FiWkQzSDVaTWs3QU1tZ09hUEJrekRiYUdyc21hZTlRQURDMA?oc=5,2026-04-30,other,satnews.com,0.70,items.7,raw/google_news_rss/data/st_engineering.json
4,ST Engineering,stengg.com,Google News RSS,Spot at ST Engineering MRAS - Boston Dynamics,https://news.google.com/rss/articles/CBMid0FVX3lxTFBjd2RpeTRvZFdHanJrUmN4QXpiV0h1dUJDeUhPNE1GM0dtY0lpQWpXRDhNSlYzQ09WR2hpV3R4SmVTUVRKY2JxOTRUY2ZyNUlPMldQTGVvMkFmQjd5SGZHQ1VGeHI1NFFVLUhNRmNKajBRSnFyU084?oc=5,2026-02-17,other,Boston Dynamics,0.70,items.8,raw/google_news_rss/data/st_engineering.json
4,ST Engineering,stengg.com,Google News RSS,ST Engineering iDirect Foresight addresses fundamental satcom shift - Runway Girl,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPc2NMOG5OLXp0ZHhGdnFyLW0teVB3RS1ZemEtZjhFandBWlpUdENpNTBJTjk5cXYzLWF6VTBueTZ0bVZKSWEwNjgwbXdqT2gtQXFCeUF2WWY5dnZ4aEF0c2txYWV2ajJRa3c4N1Bab3dvSUJtNEc3QWdCejBwN3pJOUxQT1hNbnhOdlF6OUU0Z3haVVBIc2gzUnFyNTNPdDhRR0V0OUdfZWEyUDA?oc=5,2026-04-09,other,Runway Girl,0.70,items.9,raw/google_news_rss/data/st_engineering.json
5,Toyota Motor Corporation,global.toyota,Google News RSS,"Toyota to participate in the ""1000 Miglia Gran Turismo Experience 2026,"" a special program of the historic Italian rally, the 1000 Miglia - トヨタ自動車株式会社 公式企業サイト",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBGVU1JVTI4R2wzUWxsUnZaWGVDTWM4UXJRUmo4LVBjNFhEZ0xFbFBFTDBoakdaYWNOdnotN2hZaUpxLTdJUWFfY2JZX0dRTWZuTlNnZTg5R1ZFcGtzYzBlZWJoeWRmUG1J?oc=5,2026-06-09,other,トヨタ自動車株式会社 公式企業サイト,0.45,items.0,raw/google_news_rss/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,Google News RSS,Geekplus Deploys Moving-Type AMRs at Multiple Toyota Motor Corporation Plants - Yahoo Finance,https://news.google.com/rss/articles/CBMipAFBVV95cUxPZHNpRG5VV0ViakxKd1VoYnBiNW5xQngybndlTzhVU0xOeUJVcmZsbHlFZ1ZsRi1pa1hHVFMwbm5RbURnNEVWOEU2cW1sS25UT3FmYTZiMjlzdnNDNFlFYTJqX3haNXZsaE5EaGYwb2FDdFNES2Y1cjlmQk9sVnhmVGp0ZFZwWWVwX3dOV2h3djhJUTVFMnI5OVBWc3hLTzM0VWd1Zw?oc=5,2026-06-10,other,Yahoo Finance,0.70,items.1,raw/google_news_rss/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,Google News RSS,Toyota Motor (NYSE: TM) sells 9.6M vehicles in fiscal 2026 - Stock Titan,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNUXZOWVdlQ05oZ00xZ0x2MWh4UGJuY09BaGdsaTRhVkhoM3ctU3AyR2VTcjVINVhpYVZWZ1BjS3FWdkkwYy1xQV80ZWlwaVhqNlQ4cHdyN1I0WS1qSE12amkzb3djd3Y5U2ZXV01seWtBRl9MUWRPczBoR0E1WVp4aDRzV201dmtjMzlwbGZQczhfdC1UVkJuT0o5OXNyRjNmc2NPdFlodV9KWmc3bkdMSHhsd2dOTVpK?oc=5,2026-06-10,other,Stock Titan,0.45,items.2,raw/google_news_rss/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,Google News RSS,Toyota Tsusho Establishes Vehicle Assembly Company in Laos - toyota-tsusho.com,https://news.google.com/rss/articles/CBMieEFVX3lxTFA4UnlHeUFaSjlxdndqbi1IYUYwUWZWMWRsaHRBVEQ0S0Jmd0dIQmpIM3djNHNNQmJQbll0MGM0ZTVncTliWTFZNkJ5NXg2a1Q0V182UU9Bb055a2c3c3dkaWZSaXBleFMxTnlSRDU3bUQta2U5cGdBYg?oc=5,2026-06-09,other,toyota-tsusho.com,0.45,items.3,raw/google_news_rss/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,Google News RSS,Toyota Motor Corporation aims to join Daimler Truck and Volvo Group as equal shareholder in the fuel cell joint venture cellcentric - Daimler Truck,https://news.google.com/rss/articles/CBMinwJBVV95cUxQZUVWc1lZV2FwMDd3MXd4b0VpSlRQb3AwZ2QtT3Jfc2t1U1hWX1E3WUhnUGdNOXpPZ3dTZkxMRlFtSkx2LUd3b1ZEWnlPTW9UcW40UlNRNnB1Z3hUcEtKck1PY1JrSW10MVVicnEybUVMSlNka3BKVmhRQTNOLV80NjdJRURFWVFjcll3WWJMX09mLUpMazVaTXZGOVlQVm1yLTZRam9Pamk0SjdKYUUxSTVPeVh0djhhV2FpM1VQMXktWkhpQnBBbEFjMUhyUEVNS3BwSkY4b0RqWldpS0hFdldLemdodDZWTTZ6cTRmRG1PSUpmN2pXSDR0OGhrWmV0M0FoREowbXI1R08tX0dsc1Zqd0JmY3JTeks0SmRVQQ?oc=5,2026-03-31,other,Daimler Truck,0.70,items.4,raw/google_news_rss/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,Google News RSS,"Toyota sales drop for third month on declines in China, Middle East - Reuters",https://news.google.com/rss/articles/CBMivwFBVV95cUxNMW1tZEw4VVk3YXpWRFpwT3RyNkFvek8tVm9HM3R2OXJxVjV3dTFrbDJoRFFxa1BHY3p0ai1tWmpVZHd3OUZQQ19IRHQ5dmRkTndNTlJydXBUMXk1d0xnOENzSkFRajZFV3FuTjJFWC1XbTNPbGZvN1BZSDJwUVBZWGlPNWhiVF9Md2VXaVlqRE1FeXJqTHR5QXJmZ0ttdl8wX0I5U2xPRm9LVkVMUG9Ld2IwNENPYWsyWDhYTGdyaw?oc=5,2026-05-27,other,Reuters,0.45,items.5,raw/google_news_rss/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,Google News RSS,"Trump policy whiplash could slam Japanese carmakers for $40 billion on tariffs, EVs, emissions - Automotive News",https://news.google.com/rss/articles/CBMiuwFBVV95cUxNVk5BdmRKR3hYZFRxMmhBXzI0V3pVOE1EX3daN3FZc04zb25rSWdJQTRsaC1EUTFQbVpUR21NSVByaUdNdi1PTzcxenVtRnZiU0FEYzg0UFlVQVJFWXQ1aXVUT2JMTzk0TzhWWVdsYlpWRlFFU20yMjBOMHBkeUxDdm1ZZjlPS0NaRlV2cGFZUVVjRm9oOGVRa2djcU9aWXZNN1k5bVMzX21ZTUlWa0Rwdl9zNTNFWmxqaEhJ?oc=5,2026-06-11,other,Automotive News,0.45,items.6,raw/google_news_rss/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,Google News RSS,Kioxia overtakes Toyota as Japan’s most valuable publicly traded company - Techzine Global,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPNnV2QnIybjE1UDhoWnhWWm5XSTVzOU1CT3M3XzZXWWZjZjJlSWRxaFVaX3dBVU51YWVjOEViSUdqMFBrNVRuN1VIMF9qYmdHWmU0ZDFDcU10N3FlZUtLeExOSkpqdVZYSDNPVTdFTW91RjB1d1c5cThDbGRGUjI2RlFlNmMxUjJRaW5JRk10bkdrYVJBOFdQUDhmYXRrRm41N3lzRzZ6U2l6Q0ZYeGJiNnVIV2Q4aGlKS01weGFfbDA?oc=5,2026-06-12,other,Techzine Global,0.45,items.7,raw/google_news_rss/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,Google News RSS,Kioxia Becomes Japan’s Most Valuable Firm as AI Mania Goes On - Bloomberg.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxQTEdKVmtwd2xsTUkxSTN4NU1XWlR1a0o4eXliaFYyZngyN0N0Q2g1UTlwRVRqcTFRTGNLT3JSTEhXUjExSUZ1dEZjaVNWN0NuaC0yemUxWTQ1Nk9kb0NHTEZGR3g2QVZkckVWNU10UHozRV9uakpBWHpfU0NZcWk0c2xueHRlOGxfMlpOdm04M1VmQlJGZ2VrQnNxRmt1N0pRU3JDQ3ZSMHJIRWxfM3JkZ1FB?oc=5,2026-06-12,other,Bloomberg.com,0.45,items.8,raw/google_news_rss/data/toyota_motor_corporation.json
5,Toyota Motor Corporation,global.toyota,Google News RSS,New Toyota CEO To Sharpen Focus On Profits - Global Finance Magazine,https://news.google.com/rss/articles/CBMimwFBVV95cUxQX3h1QTZDQTZSX3l3SjVuR3dGTWdCemtlZ0k2NUEtUmlOcDlpeU0xczdqeUFRRlNjTEdXMWd6VFZWNUw0cm5GOXExOTd5X0NHX283aF9mZkhubi05ZUZNNDdzNmRtb0M4dWdCZzBMRklDbW1hbGpUbkhBZm1zY1kwS1BQUmExVmlmUWdCX2tnWkQtdVBhYmlnVDcyVQ?oc=5,2026-04-07,leadership,Global Finance Magazine,0.55,items.9,raw/google_news_rss/data/toyota_motor_corporation.json
6,Sony Group Corporation,sony.com,Google News RSS,Sony Group Corporate Strategy 2026 - Driving Further Growth by Focusing on Entertainment and Expanding Creativity through AI - Sony,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5xUzdxcjlmVzRsZEstbXNvVF9FZkVlWjNkVXJsaUpnVjNuWHctS3RWeFZOU3ZZLTFwVVg1VFRIWTlKSEVLNDNpM0swdUExOVhGMmRjVml6MTBHd1hXNXc?oc=5,2026-05-08,other,Sony,0.45,items.0,raw/google_news_rss/data/sony_group_corporation.json
6,Sony Group Corporation,sony.com,Google News RSS,Large Sony (NYSE: SONY) buybacks and treasury share cancellation in May 2026 - Stock Titan,https://news.google.com/rss/articles/CBMisAFBVV95cUxQYmlubXNRT0Y2TFFvd3JzLTJ2aDdnX08zdWtVQWJsWHVpUGtFT3d6YWlRM3UtSW1LTWNYWGpvbXlhV1FyQy10SlVwejlsQWFGSVNKNDRuemRqZnJ2aE1LS0h2NjNOMldfN0lPMDY3MFlFa0J1X0taeDB3OVRTV1VVVm5wUmZjamNtQ2Nna3VhV1dlbE5pT0stZ0MtS2k1cHpfTjRuaTV5NlBjMnNvNW5XRw?oc=5,2026-06-12,other,Stock Titan,0.45,items.1,raw/google_news_rss/data/sony_group_corporation.json
6,Sony Group Corporation,sony.com,Google News RSS,"Sony Group Corporation Stock 12‑Month Price Target Cut to $29.97, Implies 41% Upside - TradingView",https://news.google.com/rss/articles/CBMi2wFBVV95cUxNRFJQWk9GNWVQWFJWYzRrTmd4aURDempQU2JkeHlFM2lfTk9JUG9iOWZTUm00amZNb0tVb0Rnb1RCLXhpd2ZiWW1zd0JiVThLZHU1Y2hTVi1KVzR0cUZhVWszeHkxbUZSdmE1YlV6Z0pJaUNOclRTRUwyT2pXOVJJSE93N2x2VUY0TmdDUWVBVUJHeHRlSzB5bHVsalE2MHdzeDhFN0ZGMHFkTWRFN0djQWR3MVpyM1NOcHhtSG1lNjMwd0I3UXY4OGxlTmFDQi1OMElka3lVdkRQLVU?oc=5,2026-06-10,other,TradingView,0.70,items.2,raw/google_news_rss/data/sony_group_corporation.json
6,Sony Group Corporation,sony.com,Google News RSS,Sony Group Corp Stock (SONY) Closed Down by 3.72% on Jun 9: Key Drivers Unveiled - TradingKey,https://news.google.com/rss/articles/CBMiiwFBVV95cUxON2xnOHNMVzlIUG4yUUFQV3lBTnhHOWs4cm5BNGR5cWxXb29yN3RIaUdGLWEySjRWdlhEVmJFZ2RabGVGd0VfaE5TOVltck1sUkxCZGJQdkJBdlRQdWV2T0VvTHIxVC1pWEk5TmMxYjd1dnBuaXNoTWY4WjNNV2diNzhGUmR4a2VPOUZZ?oc=5,2026-06-09,other,TradingKey,0.45,items.3,raw/google_news_rss/data/sony_group_corporation.json
6,Sony Group Corporation,sony.com,Google News RSS,What’s Next For Sony Group Corp (SONY) and Honda Motor As Morgan Stanley Touts $22B Opportunity? - Yahoo Finance,https://news.google.com/rss/articles/CBMilAFBVV95cUxQSVhyN3FkRkVuV3JmS19fRXB2bVZjLUZBTGZYMkxScnU5TDFXYlloNjhxdnBaeHdXdWR3bnV5Tmx2ZlFWLUNBSndhclEzRXNMSUl3R0RPVVg2VDdFUVNyWl9XVWxzTFI4VGkxTVNDVllkOEJaYXQtVkJRMGt4a1k5bzVKZDhXb3l2M2ZUZFhqc2xWVzNJ?oc=5,2026-05-02,other,Yahoo Finance,0.45,items.4,raw/google_news_rss/data/sony_group_corporation.json
